Customer ID,recency,frequency,monetary,tenure,avg_order_value
12426,299,1,762.4800000000002,299,762.4800000000002
12427,8,1,303.5,8,303.5
12429,2,5,3735.5099999999998,183,747.102
12431,10,13,4370.52,330,336.1938461538462
12433,3,5,7205.389999999999,113,1441.078
12434,18,1,297.29,18,297.29
12435,33,4,6096.040000000001,374,1524.0100000000002
12437,32,21,7731.99,374,368.19
12439,319,2,1158.18,362,579.09
12440,99,2,859.1999999999999,354,429.59999999999997
12441,3,1,173.55,3,173.55
12443,369,1,485.31,369,485.31
12445,57,1,301.58000000000004,57,301.58000000000004
12449,47,2,768.6,75,384.3
12450,36,3,490.32,111,163.44
12451,100,3,3634.36,166,1211.4533333333334
12454,32,4,13151.439999999999,58,3287.8599999999997
12455,82,4,3413.09,358,853.2725
12457,72,1,632.68,72,632.68
12458,64,2,830.09,124,415.045
12459,242,1,454.3599999999999,242,454.3599999999999
12460,93,1,326.65000000000003,93,326.65000000000003
12466,319,1,56.73,319,56.73
12467,60,1,132.8,60,132.8
12468,163,3,2941.2,319,980.4
12469,159,2,3070.54,173,1535.27
12470,326,1,211.95,326,211.95
12471,11,49,20139.739999999998,369,411.01510204081626
12472,6,13,11308.48,362,869.8830769230769
12474,15,13,5048.66,303,388.35846153846154
12475,46,1,426.26,46,426.26
12476,33,12,7298.99,138,608.2491666666666
12477,36,3,7056.63,260,2352.21
12480,36,3,2183.2200000000003,144,727.7400000000001
12481,2,6,6765.07,244,1127.5116666666665
12482,213,29,23691.4,290,816.944827586207
12483,15,11,2635.6000000000004,314,239.60000000000002
12484,120,6,1828.4299999999998,318,304.7383333333333
12485,166,1,708.1000000000001,166,708.1000000000001
12486,68,1,1037.28,68,1037.28
12487,367,1,285.3,367,285.3
12490,15,11,4405.71,375,400.5190909090909
12492,40,1,452.00000000000006,40,452.00000000000006
12494,2,3,626.77,213,208.92333333333332
12495,277,1,357.4,277,357.4
12496,257,2,54.09,257,27.045
12497,37,2,5205.400000000001,281,2602.7000000000003
12499,197,1,393.71999999999997,197,393.71999999999997
12500,72,8,1697.39,310,212.17375
12503,221,1,1126.0,221,1126.0
12504,54,2,297.0,233,148.5
12505,45,1,955.2,45,955.2
12507,221,1,539.25,221,539.25
12510,96,7,4195.450000000001,372,599.3500000000001
12511,65,1,3084.0200000000004,65,3084.0200000000004
12514,278,1,580.0799999999999,278,580.0799999999999
12516,67,2,1336.56,236,668.28
12519,113,1,385.7,113,385.7
12523,11,12,2582.38,369,215.19833333333335
12524,25,9,6640.389999999999,306,737.821111111111
12525,135,3,973.73,284,324.57666666666665
12527,131,2,386.79999999999995,166,193.39999999999998
12529,165,1,316.47999999999996,165,316.47999999999996
12530,52,5,2096.98,279,419.396
12531,323,1,1807.9799999999996,323,1807.9799999999996
12533,264,2,1367.89,375,683.945
12537,45,1,732.94,45,732.94
12538,15,1,276.5,15,276.5
12539,87,3,5646.4,353,1882.1333333333332
12540,15,16,8854.25,369,553.390625
12542,121,2,481.8799999999999,277,240.93999999999994
12543,85,1,980.25,85,980.25
12547,137,1,175.77999999999997,137,175.77999999999997
12549,212,6,1575.6799999999998,334,262.6133333333333
12553,22,2,916.47,60,458.235
12554,85,1,468.5,85,468.5
12555,319,1,129.23,319,129.23
12557,8,4,6725.18,359,1681.295
12562,22,2,1185.18,72,592.59
12563,45,1,249.24,45,249.24
12567,4,7,4308.580000000001,303,615.5114285714287
12568,281,1,70.0,281,70.0
12570,319,1,77.52,319,77.52
12573,18,4,556.8700000000001,102,139.21750000000003
12575,94,2,622.8199999999999,163,311.40999999999997
12576,29,3,826.8900000000001,163,275.63000000000005
12577,18,5,995.95,373,199.19
12578,22,2,1847.9400000000003,80,923.9700000000001
12580,213,1,637.2,213,637.2
12582,59,2,1469.04,214,734.52
12583,10,13,7166.0599999999995,370,551.2353846153845
12586,11,3,1865.73,360,621.91
12588,36,3,743.8800000000001,234,247.96000000000004
12589,58,6,4048.9799999999996,326,674.8299999999999
12591,27,2,899.3,45,449.65
12592,156,3,2145.0599999999995,156,715.0199999999999
12594,15,5,1751.8899999999999,283,350.378
12595,141,1,299.02000000000004,141,299.02000000000004
12598,100,3,1511.0100000000002,285,503.6700000000001
12599,18,6,1264.1399999999999,214,210.68999999999997
12600,8,12,2444.88,369,203.74
12601,41,1,104.2,41,104.2
12605,13,4,1232.9500000000003,95,308.23750000000007
12606,319,1,21.0,319,21.0
12608,41,1,415.78999999999996,41,415.78999999999996
12609,11,6,2309.01,356,384.83500000000004
12613,25,5,3490.69,362,698.138
12615,50,4,3449.79,268,862.4475
12616,25,1,417.79999999999995,25,417.79999999999995
12619,197,1,140.14,197,140.14
12621,2,16,11086.14,305,692.88375
12623,53,6,3442.74,333,573.79
12625,146,2,2481.06,233,1240.53
12629,22,2,1558.2199999999998,60,779.1099999999999
12631,93,5,2841.07,330,568.214
12632,157,2,804.8800000000001,201,402.44000000000005
12633,19,3,3514.18,162,1171.3933333333332
12634,172,2,490.0,185,245.0
12635,29,2,1241.23,93,620.615
12636,375,1,141.0,375,141.0
12637,15,4,2318.41,180,579.6025
12638,276,1,249.8,276,249.8
12639,71,2,826.2700000000001,264,413.13500000000005
12643,22,6,5005.78,248,834.2966666666666
12644,67,3,1440.58,331,480.1933333333333
12645,46,4,1764.1200000000001,305,441.03000000000003
12647,4,27,14201.53,332,525.9825925925926
12648,74,3,793.95,338,264.65000000000003
12649,19,5,1671.1400000000003,333,334.22800000000007
12651,15,3,263.74999999999994,102,87.91666666666664
12652,71,1,97.05,71,97.05
12653,163,1,1950.98,163,1950.98
12655,60,1,261.35,60,261.35
12656,62,3,2356.66,199,785.5533333333333
12661,73,1,162.0,73,162.0
12662,10,10,3138.2400000000002,254,313.824
12663,261,2,239.4,305,119.7
12664,151,2,1188.16,363,594.08
12665,54,2,250.6,306,125.3
12666,31,1,1248.42,31,1248.42
12668,15,6,7637.530000000001,314,1272.9216666666669
12670,22,2,764.24,303,382.12
12671,243,1,2622.481,243,2622.481
12672,232,1,211.15000000000003,232,211.15000000000003
12673,38,1,619.5,38,619.5
12675,190,2,958.5,215,479.25
12676,45,5,1511.7,120,302.34000000000003
12677,192,2,395.1,303,197.55
12678,12,9,16652.72,338,1850.3022222222223
12681,4,24,17080.739999999998,363,711.6974999999999
12682,2,23,11745.69,375,510.6821739130435
12683,2,8,4220.21,363,527.52625
12686,8,1,89.14,8,89.14
12687,117,2,2138.9099999999994,117,1069.4549999999997
12691,57,1,134.6,57,134.6
12692,274,1,110.95,274,110.95
12693,33,3,847.1099999999999,159,282.36999999999995
12694,58,1,973.68,58,973.68
12695,165,3,825.02,302,275.00666666666666
12696,71,2,851.9100000000001,145,425.95500000000004
12698,227,1,339.75,227,339.75
12699,54,1,638.11,54,638.11
12701,166,4,1648.7,270,412.175
12703,270,3,722.98,321,240.99333333333334
12705,20,5,4893.81,170,978.7620000000001
12708,5,9,2601.19,358,289.0211111111111
12709,3,20,21356.82,367,1067.841
12711,248,2,1339.0499999999997,313,669.5249999999999
12712,2,10,2797.53,367,279.75300000000004
12714,25,7,9384.85,372,1340.6928571428573
12717,227,1,277.93,227,277.93
12720,6,6,2478.9399999999996,143,413.1566666666666
12721,22,2,1356.95,108,678.475
12724,20,3,1286.1100000000001,172,428.7033333333334
12725,8,4,2266.7599999999998,221,566.6899999999999
12726,24,4,1405.5000000000002,261,351.37500000000006
12727,79,3,1698.8300000000002,291,566.2766666666668
12728,20,1,233.84,20,233.84
12730,158,1,829.2500000000001,158,829.2500000000001
12731,79,5,6879.800000000001,284,1375.9600000000003
12733,26,3,2040.92,326,680.3066666666667
12734,11,2,529.25,29,264.625
12737,135,2,3710.5,135,1855.25
12738,9,1,155.35,9,155.35
12739,22,2,1713.69,31,856.845
12741,166,2,406.07,170,203.035
12742,262,1,1201.5200000000002,262,1201.5200000000002
12744,96,4,4037.7699999999995,228,1009.4424999999999
12745,123,3,925.4100000000001,319,308.47
12746,177,1,254.54999999999998,177,254.54999999999998
12747,6,16,5080.530000000001,369,317.53312500000004
12748,2,144,22879.660000000003,372,158.88652777777781
12749,36,4,2806.4800000000005,158,701.6200000000001
12751,81,1,268.27,81,268.27
12755,2,10,5218.71,330,521.871
12758,96,5,7111.65,375,1422.33
12759,23,5,3489.3,372,697.86
12760,92,1,347.8,92,347.8
12761,94,2,782.9499999999999,101,391.47499999999997
12763,6,1,320.08000000000004,6,320.08000000000004
12765,109,6,1404.58,278,234.09666666666666
12766,3,3,3078.65,44,1026.2166666666667
12767,12,1,949.82,12,949.82
12768,87,1,168.69000000000003,87,168.69000000000003
12770,93,1,1895.0,93,1895.0
12771,122,1,282.3,122,282.3
12773,201,1,124.25,201,124.25
12774,172,1,98.7,172,98.7
12775,25,2,300.08,46,150.04
12776,304,1,55.5,304,55.5
12777,94,1,519.45,94,519.45
12778,33,3,953.4499999999999,239,317.81666666666666
12779,8,7,2740.91,373,391.5585714285714
12780,235,1,337.3999999999999,235,337.3999999999999
12782,11,6,2287.32,156,381.22
12784,166,1,1230.3300000000002,166,1230.3300000000002
12785,172,2,788.45,368,394.225
12786,246,1,728.5000000000001,246,728.5000000000001
12787,50,1,398.52,50,398.52
12788,100,4,444.9000000000001,165,111.22500000000002
12789,149,2,181.5,330,90.75
12790,47,1,266.93,47,266.93
12791,10,6,863.51,261,143.91833333333332
12792,171,1,426.46999999999997,171,426.46999999999997
12793,8,2,471.85,38,235.925
12796,265,1,381.0,265,381.0
12797,2,2,552.08,61,276.04
12798,58,1,1533.8899999999999,58,1533.8899999999999
12799,166,1,219.35000000000002,166,219.35000000000002
12800,107,3,584.25,313,194.75
12801,137,1,1071.8200000000002,137,1071.8200000000002
12802,79,6,1988.84,200,331.4733333333333
12803,30,1,1092.8100000000002,30,1092.8100000000002
12804,102,2,327.02,137,163.51
12805,18,4,1434.9499999999998,311,358.73749999999995
12806,72,4,2878.96,225,719.74
12807,20,1,330.35,20,330.35
12808,5,3,422.45000000000005,99,140.8166666666667
12809,202,2,1266.63,284,633.315
12810,171,2,534.99,313,267.495
12811,15,2,519.05,64,259.525
12813,138,3,1687.8,330,562.6
12817,36,2,524.94,71,262.47
12819,95,1,540.52,95,540.52
12820,34,7,1747.18,371,249.59714285714287
12821,248,1,128.08,248,128.08
12823,31,13,4742.0,316,364.7692307692308
12825,158,2,518.63,278,259.315
12826,2,6,1481.03,358,246.83833333333334
12829,187,1,92.3,187,92.3
12831,100,2,236.06000000000003,100,118.03000000000002
12835,64,41,6043.31,373,147.3978048780488
12836,26,11,3972.76,375,361.16
12837,206,1,554.3100000000001,206,554.3100000000001
12838,10,9,2715.35,229,301.7055555555555
12839,4,13,4480.3099999999995,369,344.6392307692307
12840,74,3,1315.1999999999998,311,438.3999999999999
12841,6,17,3518.33,156,206.96058823529413
12842,41,2,799.0000000000002,374,399.5000000000001
12843,19,22,4886.15,363,222.09772727272727
12844,79,2,322.64,230,161.32
12846,319,1,15.58,319,15.58
12847,24,1,765.36,24,765.36
12848,312,1,208.0,312,208.0
12849,18,4,2039.67,228,509.9175
12850,82,1,330.0,82,330.0
12851,114,1,148.95,114,148.95
12853,64,5,1950.4,309,390.08000000000004
12854,198,4,1669.52,365,417.38
12855,9,4,612.8400000000001,39,153.21000000000004
12857,73,4,2581.6,320,645.4
12858,20,1,177.92,20,177.92
12859,95,1,575.0999999999999,95,575.0999999999999
12860,330,1,55.47,330,55.47
12861,256,1,68.25,256,68.25
12862,62,2,1008.32,132,504.16
12863,16,5,2271.35,226,454.27
12864,145,1,152.45,145,152.45
12865,15,2,1755.2399999999998,113,877.6199999999999
12866,111,2,668.2300000000001,139,334.11500000000007
12867,34,6,3876.4700000000003,360,646.0783333333334
12868,10,3,640.0000000000001,29,213.33333333333337
12869,318,1,337.6700000000001,318,337.6700000000001
12870,12,3,1676.9500000000003,261,558.9833333333335
12871,76,1,363.38,76,363.38
12872,2,11,3085.5200000000004,372,280.50181818181824
12873,34,2,1653.3000000000002,318,826.6500000000001
12874,22,2,948.42,191,474.21
12875,108,3,1013.7600000000001,334,337.92
12876,31,2,1863.77,227,931.885
12877,38,8,1419.4,327,177.425
12880,18,2,640.1299999999999,211,320.06499999999994
12887,20,1,222.4,20,222.4
12889,18,4,385.46000000000004,139,96.36500000000001
12890,24,1,336.8,24,336.8
12891,95,8,509.5,296,63.6875
12892,33,1,263.38,33,263.38
12894,212,1,157.35,212,157.35
12897,18,2,297.75,180,148.875
12898,100,2,310.96,296,155.48
12899,50,1,366.4,50,366.4
12900,59,1,340.33000000000004,59,340.33000000000004
12903,65,1,833.5300000000001,65,833.5300000000001
12905,213,2,1018.42,319,509.21
12907,32,2,508.90999999999997,131,254.45499999999998
12908,17,3,1026.0,267,342.0
12909,61,3,924.52,290,308.17333333333335
12910,16,5,2721.48,258,544.296
12911,188,1,1680.4699999999998,188,1680.4699999999998
12913,5,9,4217.230000000001,375,468.5811111111113
12914,37,1,223.98,37,223.98
12915,9,3,811.1000000000001,226,270.36666666666673
12916,79,3,1647.8699999999997,321,549.2899999999998
12917,37,5,3765.2,367,753.04
12918,263,1,10953.5,263,10953.5
12920,208,3,323.86,362,107.95333333333333
12921,3,39,19333.95,375,495.7423076923077
12923,27,2,612.9,212,306.45
12924,30,8,1535.7,367,191.9625
12925,229,1,35.28,229,35.28
12926,48,4,1548.46,362,387.115
12927,31,1,197.31000000000006,31,197.31000000000006
12928,15,7,2242.19,186,320.3128571428571
12931,17,42,50291.38,375,1197.4138095238095
12932,176,8,1698.56,304,212.32
12933,17,5,1079.5000000000002,366,215.90000000000003
12934,373,1,181.65,373,181.65
12935,12,8,2083.16,244,260.395
12937,100,5,1593.34,373,318.668
12939,16,12,13683.0,333,1140.25
12941,361,1,377.49000000000007,361,377.49000000000007
12942,2,1,258.75,2,258.75
12943,195,2,496.5,242,248.25
12945,293,1,437.16,293,437.16
12946,73,1,324.45,73,324.45
12947,10,1,304.03999999999996,10,304.03999999999996
12948,367,2,252.48,374,126.24
12949,19,14,11359.48,373,811.3914285714285
12951,23,9,2149.65,335,238.85000000000002
12953,159,1,498.96,159,498.96
12954,275,1,162.45000000000002,275,162.45000000000002
12956,321,3,413.82,361,137.94
12957,178,5,4689.43,365,937.8860000000001
12958,37,2,539.49,220,269.745
12959,121,1,150.95,121,150.95
12960,50,4,1322.0700000000004,298,330.5175000000001
12961,16,1,211.99,16,211.99
12963,2,5,1744.96,156,348.992
12964,74,1,132.23999999999998,74,132.23999999999998
12967,8,2,2646.0199999999995,20,1323.0099999999998
12969,239,1,122.45,239,122.45
12970,17,6,1072.73,372,178.78833333333333
12971,3,33,4782.880000000001,361,144.9357575757576
12972,50,4,1161.2,298,290.3
12973,50,1,385.55,50,385.55
12974,202,1,264.15,202,264.15
12975,73,6,2100.09,370,350.01500000000004
12976,15,7,2417.7800000000007,302,345.39714285714297
12977,138,3,478.39,148,159.46333333333334
12978,22,5,2502.8199999999997,366,500.56399999999996
12979,366,1,517.7,366,517.7
12980,23,12,8870.880000000001,374,739.2400000000001
12982,31,7,2354.2700000000004,243,336.3242857142858
12983,235,1,490.08000000000004,235,490.08000000000004
12986,65,10,2729.84,324,272.98400000000004
12987,57,3,753.51,325,251.17
12989,61,18,6627.64,366,368.20222222222225
12990,54,4,546.0,256,136.5
12991,26,1,261.05999999999995,26,261.05999999999995
12992,362,1,93.35000000000001,362,93.35000000000001
12993,82,4,844.87,296,211.2175
12996,12,1,355.5,12,355.5
12997,31,4,884.02,249,221.005
12998,129,3,920.0799999999999,290,306.6933333333333
13000,362,1,497.6500000000001,362,497.6500000000001
13001,41,20,14353.279999999999,373,717.664
13002,53,2,293.18,71,146.59
13004,23,18,5994.9400000000005,361,333.05222222222227
13005,68,2,485.98,94,242.99
13007,216,1,175.25,216,175.25
13008,34,2,382.66,360,191.33
13009,309,1,234.0,309,234.0
13010,11,2,330.12,285,165.06
13011,9,1,50.550000000000004,9,50.550000000000004
13012,66,3,1310.99,229,436.99666666666667
13013,8,18,7814.83,362,434.15722222222223
13014,69,1,1914.8,69,1914.8
13015,75,6,3240.14,240,540.0233333333333
13018,50,7,2485.46,285,355.0657142857143
13019,16,6,1229.95,370,204.99166666666667
13020,199,2,618.96,296,309.48
13021,11,8,2270.8599999999997,371,283.85749999999996
13022,66,1,65.3,66,65.3
13023,165,1,759.1300000000001,165,759.1300000000001
13024,107,2,555.8699999999999,219,277.93499999999995
13025,368,1,323.3900000000001,368,323.3900000000001
13026,125,4,757.7200000000001,363,189.43000000000004
13027,22,13,10423.199999999999,325,801.7846153846153
13029,11,2,679.8,160,339.9
13030,5,1,427.7399999999999,5,427.7399999999999
13031,44,5,3419.27,191,683.854
13032,29,7,1833.37,97,261.90999999999997
13033,66,1,30.0,66,30.0
13034,6,2,279.90999999999997,38,139.95499999999998
13035,68,1,442.32,68,442.32
13036,321,1,307.1,321,307.1
13037,36,9,3033.88,373,337.09777777777776
13039,221,4,1010.7300000000001,359,252.68250000000003
13041,87,4,799.1300000000001,226,199.78250000000003
13042,235,3,1556.54,369,518.8466666666667
13044,129,10,4293.43,337,429.343
13045,38,2,503.64,123,251.82
13046,93,1,319.94000000000005,93,319.94000000000005
13047,10,17,5557.620000000001,360,326.91882352941184
13048,73,5,2248.3,318,449.66
13049,26,2,751.5600000000001,38,375.78000000000003
13050,3,19,6507.67,361,342.50894736842105
13051,215,2,155.8,256,77.9
13052,57,6,2820.38,291,470.06333333333333
13053,258,1,127.65,258,127.65
13055,66,1,1106.7,66,1106.7
13056,188,1,209.47999999999996,188,209.47999999999996
13057,167,3,722.0899999999999,268,240.69666666666663
13059,50,9,2119.7700000000004,255,235.53000000000006
13063,117,1,188.39999999999998,117,188.39999999999998
13064,187,2,561.25,228,280.625
13065,10,5,1055.0500000000002,184,211.01000000000005
13067,46,2,393.05,83,196.525
13069,6,16,5247.01,180,327.938125
13070,96,3,522.9,369,174.29999999999998
13071,249,1,129.22,249,129.22
13073,48,2,418.08000000000004,74,209.04000000000002
13074,148,4,1378.74,360,344.685
13076,94,1,135.4,94,135.4
13077,3,8,2335.3999999999996,365,291.92499999999995
13078,3,32,16904.51,375,528.2659375
13079,54,1,199.08000000000004,54,199.08000000000004
13080,38,3,222.65,246,74.21666666666667
13081,8,19,30867.77,368,1624.6194736842106
13082,61,12,3722.12,354,310.1766666666667
13083,62,1,91.67999999999999,62,91.67999999999999
13084,128,1,122.39999999999999,128,122.39999999999999
13085,316,6,2017.2,375,336.2
13086,19,1,439.33,19,439.33
13087,363,1,313.64,363,313.64
13088,54,1,236.10999999999999,54,236.10999999999999
13089,5,109,57912.03,374,531.3030275229357
13090,2,13,5192.27,131,399.40538461538466
13091,366,2,1976.0000000000002,366,988.0000000000001
13092,51,7,1662.45,304,237.49285714285716
13093,10,48,47111.18,372,981.4829166666667
13094,5,2,505.80000000000007,26,252.90000000000003
13096,31,1,419.7000000000001,31,419.7000000000001
13097,25,18,7378.799999999999,375,409.9333333333333
13101,135,3,594.2100000000002,318,198.07000000000005
13102,2,14,5272.83,219,376.6307142857143
13103,74,2,465.7,214,232.85
13104,52,3,610.62,290,203.54
13105,73,1,72.0,73,72.0
13106,50,1,526.96,50,526.96
13107,50,5,3721.45,310,744.29
13108,9,2,748.4599999999999,72,374.22999999999996
13109,188,1,347.49000000000007,188,347.49000000000007
13110,74,5,1468.8,375,293.76
13111,355,1,321.88000000000005,355,321.88000000000005
13112,178,1,20.599999999999998,178,20.599999999999998
13113,3,14,6379.7699999999995,258,455.6978571428571
13114,367,1,234.38,367,234.38
13115,16,6,3199.92,236,533.32
13117,2,12,1658.9,260,138.24166666666667
13118,13,4,1217.6,76,304.4
13119,305,1,134.9,305,134.9
13123,109,2,506.74999999999994,166,253.37499999999997
13124,22,1,916.1199999999998,22,916.1199999999998
13125,160,1,158.57,160,158.57
13126,3,7,1898.6099999999997,284,271.22999999999996
13128,268,1,263.5,268,263.5
13129,89,2,233.25,166,116.625
13131,55,4,2240.47,305,560.1175
13133,96,1,90.65,96,90.65
13134,39,2,681.65,53,340.825
13135,128,1,275.45,128,275.45
13136,12,8,3666.95,368,458.36875
13137,23,8,4062.29,139,507.78625
13138,9,2,504.85,33,252.425
13139,74,1,3138.04,74,3138.04
13140,3,3,791.9599999999999,128,263.9866666666666
13141,22,12,5279.83,367,439.98583333333335
13143,221,1,405.1,221,405.1
13144,68,1,24.4,68,24.4
13145,9,4,805.0,236,201.25
13148,26,14,4914.6900000000005,369,351.04928571428576
13150,121,3,449.96999999999997,267,149.98999999999998
13151,262,2,1322.8700000000001,264,661.4350000000001
13152,54,7,2146.38,331,306.6257142857143
13154,36,3,1624.8399999999997,372,541.6133333333332
13155,5,3,778.4200000000002,128,259.4733333333334
13156,22,3,1586.54,313,528.8466666666667
13157,46,5,3946.1399999999994,278,789.2279999999998
13158,25,1,307.12,25,307.12
13161,137,1,366.13,137,366.13
13162,17,12,7587.200000000001,372,632.2666666666668
13163,247,1,17.65,247,17.65
13164,206,2,372.2,304,186.1
13165,50,1,429.68,50,429.68
13166,51,1,466.98,51,466.98
13167,27,1,333.82,27,333.82
13168,179,1,556.1200000000001,179,556.1200000000001
13169,199,1,127.20000000000002,199,127.20000000000002
13172,37,1,69.6,37,69.6
13173,4,10,2285.7,366,228.57
13174,6,10,6677.81,372,667.7810000000001
13175,219,2,831.45,372,415.725
13177,67,1,229.75,67,229.75
13178,34,10,8333.720000000001,360,833.3720000000001
13179,255,1,572.31,255,572.31
13180,244,1,86.10000000000001,244,86.10000000000001
13181,18,1,359.69,18,359.69
13183,31,6,3078.4,272,513.0666666666667
13187,261,3,130.98999999999998,261,43.66333333333333
13190,181,3,570.66,369,190.22
13191,295,1,164.69000000000003,295,164.69000000000003
13192,172,4,1646.64,323,411.66
13194,58,1,412.08000000000004,58,412.08000000000004
13195,51,1,172.38,51,172.38
13196,80,3,1271.06,254,423.68666666666667
13197,246,1,373.01000000000005,246,373.01000000000005
13198,24,2,1572.99,71,786.495
13199,3,30,6615.77,371,220.5256666666667
13201,139,4,1240.6100000000001,279,310.15250000000003
13202,31,7,1580.3000000000002,367,225.7571428571429
13203,23,6,1778.79,359,296.465
13204,368,1,966.6599999999999,368,966.6599999999999
13205,80,1,2803.2,80,2803.2
13206,37,13,8377.32,369,644.4092307692307
13207,88,2,285.6,249,142.8
13208,86,3,764.5999999999999,373,254.86666666666665
13209,151,5,2617.9,321,523.58
13211,18,7,1531.9,370,218.84285714285716
13213,20,6,2330.94,205,388.49
13214,54,7,3264.2300000000005,283,466.3185714285715
13215,39,1,81.6,39,81.6
13217,292,1,132.5,292,132.5
13219,255,1,76.23,255,76.23
13220,212,1,516.8000000000001,212,516.8000000000001
13222,214,1,88.5,214,88.5
13223,60,4,805.92,302,201.48
13225,58,9,9796.230000000001,359,1088.4700000000003
13226,30,1,204.25,30,204.25
13230,2,17,3553.8100000000004,267,209.04764705882354
13233,57,2,571.34,331,285.67
13234,309,2,356.94999999999993,369,178.47499999999997
13237,24,1,643.0,24,643.0
13238,67,2,305.9,227,152.95
13239,74,4,1265.1299999999999,139,316.28249999999997
13240,2,5,1074.87,289,214.974
13241,48,1,115.58,48,115.58
13242,88,4,429.0,305,107.25
13243,86,4,677.97,268,169.4925
13245,69,1,558.7199999999999,69,558.7199999999999
13246,30,5,1400.13,162,280.026
13249,38,6,897.52,321,149.58666666666667
13250,97,2,256.03999999999996,139,128.01999999999998
13251,39,1,252.67999999999998,39,252.67999999999998
13252,31,2,399.3,262,199.65
13253,67,2,1920.7099999999998,340,960.3549999999999
13254,13,1,51.410000000000004,13,51.410000000000004
13255,10,2,504.95,149,252.475
13257,73,1,149.75,73,149.75
13258,16,2,336.59999999999997,37,168.29999999999998
13259,34,8,1141.0600000000002,335,142.63250000000002
13262,26,2,373.15999999999997,237,186.57999999999998
13263,30,4,1250.6200000000003,50,312.6550000000001
13264,79,1,722.5600000000001,79,722.5600000000001
13266,50,7,2300.78,359,328.6828571428572
13267,3,18,5236.77,369,290.9316666666667
13269,6,14,3545.4700000000003,374,253.24785714285716
13270,3,1,590.0,3,590.0
13274,46,1,360.85,46,360.85
13275,20,2,241.66,269,120.83
13276,34,3,1348.33,279,449.4433333333333
13277,17,3,264.9,176,88.3
13278,36,3,893.1200000000001,247,297.7066666666667
13280,16,4,1507.7700000000002,281,376.94250000000005
13281,76,1,350.85,76,350.85
13282,43,1,181.05,43,181.05
13283,204,2,279.70000000000005,277,139.85000000000002
13285,237,2,655.47,261,327.735
13286,237,1,734.9100000000001,237,734.9100000000001
13287,240,3,781.59,341,260.53000000000003
13288,80,5,927.6099999999999,303,185.522
13289,360,1,307.95000000000005,360,307.95000000000005
13290,75,1,208.63,75,208.63
13291,51,10,2959.73,303,295.973
13292,52,3,415.57,163,138.52333333333334
13293,29,6,1192.94,305,198.82333333333335
13294,283,1,815.79,283,815.79
13295,13,3,900.77,213,300.25666666666666
13296,60,5,705.1099999999999,214,141.022
13297,22,3,2278.77,179,759.59
13299,60,2,1076.1999999999998,165,538.0999999999999
13300,25,2,913.6200000000001,211,456.81000000000006
13302,163,1,95.45,163,95.45
13303,37,1,61.72,37,61.72
